latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
1.2302284,32.533543,1090.0,10800,Africa/Kampala,GMT+3

time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),temperature_2m_mean (°C),wind_speed_10m_max (km/h),surface_pressure_mean (hPa),relative_humidity_2m_max (%)
2024-02-14,32.6,19.8,0.10,25.3,16.5,894.2,91
2024-02-15,28.4,19.5,4.00,23.7,15.0,895.5,94
2024-02-16,32.0,18.5,0.80,24.5,12.5,895.5,96
2024-02-17,32.0,19.1,6.40,24.5,11.5,894.6,94
2024-02-18,33.2,19.3,0.00,25.9,12.7,894.5,95
2024-02-19,33.8,19.4,0.00,26.3,14.2,894.5,77
2024-02-20,33.7,19.6,0.20,26.4,12.3,893.7,95
2024-02-21,33.5,20.3,0.10,27.0,16.2,892.4,86
2024-02-22,35.5,21.7,0.00,28.4,23.3,891.3,75
2024-02-23,34.5,22.0,0.00,28.5,12.6,892.5,64
2024-02-24,33.7,22.4,0.00,27.9,21.6,894.1,60
2024-02-25,34.1,20.9,0.00,27.9,13.4,894.4,72
2024-02-26,34.2,19.9,0.40,26.9,16.4,894.1,81
2024-02-27,33.0,20.7,2.10,24.1,16.0,894.8,89
2024-02-28,30.4,19.6,1.20,23.7,10.8,894.5,91
2024-02-29,31.9,20.4,0.00,25.0,10.2,893.5,80
2024-03-01,33.0,21.0,2.80,25.5,20.3,893.7,87
2024-03-02,33.0,19.9,1.10,25.5,9.8,894.6,94
2024-03-03,33.8,20.0,0.60,25.9,12.7,894.4,91
2024-03-04,33.7,21.0,0.40,25.6,13.8,894.1,87
2024-03-05,32.8,20.2,3.90,25.5,14.6,894.3,93
2024-03-06,31.9,19.6,0.20,24.8,15.1,895.3,97
2024-03-07,32.8,19.2,0.20,25.2,12.2,895.1,96
2024-03-08,31.2,19.5,0.70,25.3,11.8,894.8,97
2024-03-09,33.0,20.8,0.70,25.5,12.6,894.6,85
2024-03-10,32.5,20.1,2.50,25.7,17.1,895.0,99
2024-03-11,32.8,20.0,0.50,25.5,17.2,896.0,93
2024-03-12,35.2,19.0,0.00,26.8,18.4,896.1,91
2024-03-13,34.0,18.8,0.40,26.1,13.9,895.3,91
2024-03-14,34.8,19.7,0.00,26.9,14.7,894.3,89
2024-03-15,34.7,20.0,0.00,27.1,18.7,894.6,90
2024-03-16,35.1,19.3,0.00,27.0,15.9,894.7,89
2024-03-17,35.6,17.9,0.00,26.6,17.9,893.8,95
2024-03-18,36.2,19.9,0.00,27.3,16.3,892.5,89
2024-03-19,35.3,19.9,0.00,27.4,14.0,891.9,86
2024-03-20,35.7,20.4,0.00,27.3,18.8,892.0,89
2024-03-21,36.0,19.8,0.00,27.2,19.4,892.2,94
2024-03-22,35.0,19.2,0.00,26.8,15.6,891.1,96
2024-03-23,33.8,19.8,0.00,27.0,16.7,891.2,87
2024-03-24,31.0,20.2,4.40,24.8,13.0,893.6,91
2024-03-25,32.5,21.1,8.90,24.1,15.7,894.9,91
2024-03-26,32.0,20.6,7.40,24.1,15.1,894.5,96
2024-03-27,30.7,20.2,7.10,24.3,16.5,895.2,97
2024-03-28,31.4,19.8,0.10,24.9,9.9,895.3,97
2024-03-29,32.0,20.0,0.10,25.4,9.7,894.3,94
2024-03-30,32.1,20.0,0.50,24.8,8.9,893.5,92
2024-03-31,31.0,21.0,3.00,24.9,12.7,894.7,97
2024-04-01,28.5,19.8,17.90,23.4,13.8,894.7,97
2024-04-02,26.2,19.6,52.00,22.3,11.9,894.4,97
2024-04-03,26.5,19.2,4.80,21.6,9.9,894.5,98
2024-04-04,29.0,18.7,0.00,23.2,10.8,894.0,98
2024-04-05,28.6,19.1,8.40,23.1,11.2,894.0,99
2024-04-06,30.0,20.3,11.80,23.0,13.7,894.0,93
2024-04-07,27.1,18.8,8.50,22.7,13.1,894.5,100
2024-04-08,27.3,19.2,5.60,22.5,9.1,894.3,98
2024-04-09,29.2,18.5,1.20,23.0,12.2,893.8,95
2024-04-10,29.5,19.5,0.70,23.6,11.2,894.0,98
2024-04-11,30.1,19.5,1.90,23.9,9.8,893.8,97
2024-04-12,30.0,19.9,5.10,23.7,12.6,893.3,92
2024-04-13,30.2,19.1,0.70,23.8,11.9,893.3,95
2024-04-14,28.4,18.9,1.00,23.2,13.6,894.4,100
2024-04-15,29.0,19.6,1.30,23.8,15.8,895.5,95
2024-04-16,29.5,19.3,0.30,23.9,10.2,894.8,98
2024-04-17,31.1,19.8,1.00,24.5,13.4,893.5,94
2024-04-18,30.0,20.3,0.20,23.9,14.3,894.5,95
2024-04-19,29.4,19.5,11.90,23.2,13.3,894.1,95
2024-04-20,30.7,20.4,14.60,23.6,20.6,893.5,98
2024-04-21,26.8,18.9,5.10,22.3,12.3,894.1,99
2024-04-22,31.8,17.6,3.80,23.4,9.2,892.9,99
2024-04-23,30.1,19.8,14.90,23.7,15.3,893.2,95
2024-04-24,27.4,20.1,6.10,23.3,11.4,893.4,98
2024-04-25,28.9,20.0,6.30,22.4,15.6,893.2,96
2024-04-26,27.4,19.4,1.30,22.2,13.1,893.7,97
2024-04-27,29.1,19.4,2.90,22.9,13.4,893.0,94
2024-04-28,27.9,19.7,2.70,23.1,15.7,893.7,96
2024-04-29,29.0,19.7,0.80,23.6,10.5,894.3,93
2024-04-30,30.1,19.8,1.00,23.9,8.9,893.1,96
2024-05-01,29.4,20.0,17.40,23.1,12.5,892.2,98
2024-05-02,29.3,19.0,7.80,23.0,13.8,892.9,100
2024-05-03,29.0,19.4,1.70,23.1,11.0,894.0,98
2024-05-04,23.0,18.9,6.90,20.5,10.3,895.9,97
2024-05-05,29.9,17.9,0.00,23.0,11.2,895.0,99
2024-05-06,30.8,20.2,0.10,24.7,9.8,894.4,89
2024-05-07,31.1,19.9,3.80,24.0,10.7,894.4,95
2024-05-08,32.0,18.6,2.20,23.7,11.8,893.5,98
2024-05-09,27.5,19.8,10.00,22.7,14.1,893.8,99
2024-05-10,28.6,18.8,5.60,22.4,13.3,894.4,99
2024-05-11,30.2,18.5,0.30,23.7,11.3,894.6,98
2024-05-12,31.2,19.2,0.40,24.5,10.9,894.0,95
2024-05-13,31.6,19.3,0.10,24.7,14.8,894.0,96
2024-05-14,30.6,20.3,1.60,24.7,15.4,894.0,93
2024-05-15,29.2,19.1,15.20,23.6,13.0,895.2,91
2024-05-16,28.4,19.1,0.50,23.4,11.6,895.5,94
2024-05-17,30.8,18.9,0.50,24.4,9.7,894.5,98
2024-05-18,29.1,20.3,0.60,24.1,13.7,894.6,89
2024-05-19,30.9,19.0,5.00,23.9,19.4,894.2,98
2024-05-20,30.6,19.0,3.50,24.0,9.5,895.5,96
2024-05-21,30.1,19.0,9.20,22.7,20.3,895.6,96
2024-05-22,28.8,19.1,1.60,22.9,16.4,895.4,99
2024-05-23,29.9,19.3,1.20,23.5,14.6,895.1,94
2024-05-24,26.6,18.5,7.20,21.9,12.7,895.5,100
2024-05-25,30.1,17.3,1.40,23.1,15.2,895.0,100
2024-05-26,29.6,18.5,1.00,23.5,12.9,895.5,93
2024-05-27,30.5,18.5,0.20,24.2,8.9,896.3,97
2024-05-28,30.8,19.3,0.20,24.6,13.0,896.2,94
2024-05-29,30.4,19.3,0.20,24.1,14.6,895.8,95
2024-05-30,30.4,18.9,1.80,23.5,9.2,895.3,91
2024-05-31,31.6,19.2,2.20,24.4,9.9,895.5,97
2024-06-01,32.2,19.1,0.30,25.1,13.3,895.9,97
2024-06-02,32.4,19.0,0.20,25.4,12.1,895.3,94
2024-06-03,32.4,20.5,0.50,25.9,9.4,895.3,88
2024-06-04,29.0,20.2,7.80,23.7,17.6,895.1,95
2024-06-05,31.1,19.5,0.80,24.7,12.4,894.9,100
2024-06-06,31.3,20.4,2.10,24.7,12.4,895.9,94
2024-06-07,30.6,19.8,7.50,23.7,14.5,896.9,96
2024-06-08,31.1,18.0,0.90,23.8,15.9,896.0,96
2024-06-09,27.6,19.4,2.60,22.7,13.7,896.2,88
2024-06-10,29.5,18.7,0.70,23.8,12.2,896.8,91
2024-06-11,29.4,19.3,5.20,23.3,12.6,896.8,95
2024-06-12,27.6,18.6,0.70,22.8,14.4,897.0,93
2024-06-13,29.4,17.8,1.90,23.4,9.4,896.4,94
2024-06-14,29.6,18.1,0.70,23.6,9.0,895.3,93
2024-06-15,31.2,18.6,0.00,24.5,9.4,893.6,87
2024-06-16,29.6,18.8,0.40,23.9,11.6,894.1,90
2024-06-17,28.3,20.0,3.50,23.3,14.4,896.0,86
2024-06-18,30.9,16.8,0.80,23.0,9.0,895.3,93
2024-06-19,31.5,18.1,0.00,24.3,10.3,894.7,90
2024-06-20,30.9,18.7,2.10,23.1,11.5,895.3,90
2024-06-21,30.4,17.8,0.20,23.4,11.0,895.2,93
2024-06-22,29.0,19.0,0.50,23.3,15.4,895.3,91
2024-06-23,29.4,19.1,0.70,23.4,18.4,895.3,82
2024-06-24,30.0,18.9,0.50,23.2,13.6,895.5,82
2024-06-25,30.1,18.5,0.20,23.1,16.8,895.0,84
2024-06-26,29.6,17.0,0.00,22.4,20.9,894.6,80
2024-06-27,29.9,18.3,1.00,22.8,21.5,895.1,76
2024-06-28,28.5,19.2,1.00,22.8,14.0,895.8,85
2024-06-29,29.3,18.2,0.10,22.8,11.2,895.0,83
2024-06-30,30.6,19.0,0.00,24.2,14.6,895.2,83
2024-07-01,31.0,16.8,0.30,23.4,15.5,895.8,97
2024-07-02,32.0,16.5,0.00,23.9,14.8,895.2,92
2024-07-03,32.1,18.1,0.20,24.4,13.5,895.1,88
2024-07-04,33.2,18.4,0.00,25.0,9.5,894.4,83
2024-07-05,32.0,19.4,0.30,24.9,10.8,894.3,80
2024-07-06,30.2,19.4,1.00,23.2,11.6,894.8,82
2024-07-07,29.4,18.7,8.20,22.4,11.4,895.1,94
2024-07-08,29.7,17.5,0.30,23.2,10.7,894.7,100
2024-07-09,29.3,18.9,3.70,22.5,13.5,894.4,94
2024-07-10,28.9,18.5,1.90,22.9,13.3,894.6,100
2024-07-11,27.5,19.3,6.80,22.1,12.2,896.1,95
2024-07-12,27.8,18.5,3.40,22.0,12.8,896.2,98
2024-07-13,30.6,17.0,0.40,23.2,15.2,895.6,99
2024-07-14,30.7,18.9,0.20,23.8,14.3,896.0,93
2024-07-15,29.0,18.2,1.10,23.4,10.0,896.0,92
2024-07-16,28.6,19.3,10.20,23.2,12.6,895.6,96
2024-07-17,29.2,18.9,6.60,22.7,13.5,895.8,98
2024-07-18,29.1,19.6,0.60,23.3,10.3,895.9,97
2024-07-19,28.1,18.5,8.00,22.2,12.3,895.3,99
2024-07-20,27.0,19.8,1.50,22.6,7.9,895.4,96
2024-07-21,27.9,19.3,3.40,22.7,11.0,896.1,94
2024-07-22,25.3,19.1,2.90,21.7,12.0,897.2,97
2024-07-23,27.4,18.4,4.20,21.9,8.2,898.1,97
2024-07-24,27.5,18.6,5.20,21.6,9.6,897.4,100
2024-07-25,30.2,17.8,0.30,23.2,11.1,895.4,99
2024-07-26,29.6,18.8,1.00,23.1,11.4,894.9,91
2024-07-27,28.8,18.0,2.80,22.5,12.2,895.4,100
2024-07-28,28.6,18.8,0.10,23.1,9.7,895.6,96
2024-07-29,29.0,19.5,3.60,23.1,10.6,894.9,95
2024-07-30,27.5,18.2,10.10,21.5,18.0,894.8,99
2024-07-31,25.5,18.2,19.50,20.7,9.6,895.6,99
2024-08-01,26.7,18.0,0.00,22.0,10.8,896.8,98
2024-08-02,28.0,16.8,0.30,22.2,12.0,896.2,98
2024-08-03,29.6,17.8,0.90,22.9,9.2,895.1,98
2024-08-04,28.7,19.0,1.30,23.3,9.2,895.2,98
2024-08-05,28.0,18.4,0.90,22.6,14.3,895.5,89
2024-08-06,27.0,18.9,0.70,22.5,12.6,895.4,96
2024-08-07,30.1,18.3,0.10,23.7,7.3,893.7,100
2024-08-08,29.1,18.9,2.40,23.4,13.2,894.2,93
2024-08-09,29.0,19.0,3.70,22.6,11.5,895.4,98
2024-08-10,28.6,17.6,5.90,21.8,7.8,895.5,99
2024-08-11,30.3,17.7,0.20,23.4,7.1,894.1,99
2024-08-12,27.9,18.4,5.50,21.6,13.2,894.7,95
2024-08-13,29.1,17.1,0.00,22.9,8.9,894.4,99
2024-08-14,29.5,18.0,1.50,23.3,12.8,894.6,93
2024-08-15,27.6,18.1,23.90,21.6,13.2,895.9,98
2024-08-16,26.8,17.2,7.20,21.4,8.4,895.4,100
2024-08-17,27.1,18.1,18.80,21.9,13.7,895.2,97
2024-08-18,27.7,18.5,2.70,22.2,10.2,895.4,98
2024-08-19,27.4,17.9,1.60,22.1,9.7,895.8,92
2024-08-20,28.5,18.8,0.00,22.6,12.1,895.8,95
2024-08-21,29.4,17.2,7.30,21.7,13.3,894.2,98
2024-08-22,26.1,18.5,0.90,21.7,11.9,895.0,93
2024-08-23,28.9,17.1,0.60,22.8,9.1,894.5,93
2024-08-24,28.9,18.4,0.30,22.9,9.7,895.0,98
2024-08-25,27.4,18.6,10.30,21.7,14.5,894.9,96
2024-08-26,28.5,19.5,2.70,22.6,11.2,895.7,96
2024-08-27,29.0,17.5,0.20,23.2,13.1,895.5,99
2024-08-28,30.0,18.2,0.30,23.3,15.7,895.2,98
2024-08-29,29.1,19.0,1.80,23.5,9.5,895.1,99
2024-08-30,29.2,18.9,7.60,22.2,12.3,895.4,95
2024-08-31,28.5,17.9,4.20,22.1,20.4,895.2,96
2024-09-01,27.2,19.2,2.70,22.0,11.6,895.3,95
2024-09-02,27.2,19.3,0.20,22.6,12.0,895.8,94
2024-09-03,29.8,18.2,0.20,23.6,10.0,894.5,92
2024-09-04,28.5,18.5,24.50,22.1,15.2,895.2,97
2024-09-05,26.5,18.0,6.90,21.8,7.7,895.3,99
2024-09-06,27.1,17.6,3.80,21.4,9.5,895.3,98
2024-09-07,29.2,17.2,0.30,22.6,7.6,895.6,100
2024-09-08,30.2,18.0,0.50,23.6,11.1,895.5,95
2024-09-09,30.5,18.5,0.00,23.7,9.7,895.0,94
2024-09-10,29.5,18.5,0.30,23.0,11.8,894.5,96
2024-09-11,30.8,17.9,0.50,23.7,10.9,894.2,97
2024-09-12,30.0,18.5,0.80,23.6,12.7,894.3,92
2024-09-13,30.6,19.5,0.40,24.3,13.8,894.6,90
2024-09-14,30.5,19.9,0.70,24.0,12.8,895.3,91
2024-09-15,30.7,19.5,2.10,23.6,11.2,894.6,91
2024-09-16,29.6,19.4,1.10,23.3,12.9,894.8,95
2024-09-17,30.1,18.8,2.30,23.5,11.8,895.4,96
2024-09-18,30.9,17.9,0.30,24.2,10.4,894.2,100
2024-09-19,31.8,19.4,1.20,24.6,11.2,893.0,86
2024-09-20,29.0,19.8,2.60,23.5,9.0,894.1,95
2024-09-21,28.5,18.0,8.50,22.7,16.1,894.2,100
2024-09-22,30.0,19.1,0.90,23.7,9.3,894.0,94
2024-09-23,28.5,18.9,20.60,21.5,18.0,894.3,95
2024-09-24,29.5,18.2,2.00,22.8,16.0,893.9,95
2024-09-25,30.0,18.4,0.10,23.4,16.4,894.4,93
2024-09-26,30.0,18.7,0.40,22.9,14.9,894.4,93
2024-09-27,30.2,18.5,0.30,23.8,9.9,893.5,93
2024-09-28,31.3,18.9,0.60,24.5,19.5,892.6,97
2024-09-29,28.2,18.6,15.30,22.8,13.0,893.7,95
2024-09-30,25.8,18.2,17.30,21.7,9.9,894.3,99
2024-10-01,29.0,18.5,0.70,23.4,17.4,893.1,98
2024-10-02,28.9,19.0,0.90,23.3,12.9,892.4,97
2024-10-03,28.5,18.9,15.50,22.6,12.9,893.8,96
2024-10-04,30.4,18.3,0.20,23.9,11.7,894.7,91
2024-10-05,30.4,18.8,0.30,23.8,10.3,893.9,89
2024-10-06,27.0,18.8,8.00,21.9,11.6,894.5,94
2024-10-07,29.3,18.8,0.10,22.8,8.4,894.8,97
2024-10-08,29.1,18.1,5.90,22.9,10.3,896.1,95
2024-10-09,28.1,18.1,6.40,21.9,9.9,896.1,98
2024-10-10,26.2,18.1,9.90,21.7,9.7,895.6,98
2024-10-11,28.2,17.1,0.20,21.9,11.6,895.0,100
2024-10-12,28.3,17.6,8.70,22.4,13.7,895.2,99
2024-10-13,28.0,17.6,5.70,22.4,11.0,894.7,95
2024-10-14,29.6,19.5,0.00,23.9,11.6,895.0,92
2024-10-15,28.4,18.5,5.20,22.8,10.8,895.0,95
2024-10-16,27.8,18.6,10.10,22.3,10.7,895.9,98
2024-10-17,29.5,19.1,0.60,23.6,10.4,895.6,97
2024-10-18,28.6,19.2,2.30,22.4,8.8,894.9,99
2024-10-19,29.5,17.1,0.90,22.7,13.6,894.1,100
2024-10-20,28.4,17.6,10.30,22.3,9.2,894.8,98
2024-10-21,26.9,19.2,16.20,21.7,9.4,895.5,97
2024-10-22,27.0,18.9,3.10,22.5,6.4,894.8,100
2024-10-23,27.3,18.5,14.40,22.0,13.6,894.6,96
2024-10-24,28.9,19.3,0.30,23.3,11.7,894.6,96
2024-10-25,29.7,18.5,4.40,22.6,16.8,893.2,100
2024-10-26,30.3,18.8,0.10,24.1,11.8,893.3,95
2024-10-27,29.6,20.0,0.00,24.1,12.3,894.0,85
2024-10-28,29.1,19.2,1.00,23.4,14.3,894.2,94
2024-10-29,29.3,18.2,1.10,23.2,8.8,893.2,95
2024-10-30,30.6,17.9,0.00,24.3,9.4,892.8,98
2024-10-31,31.2,20.6,0.50,25.2,15.1,893.3,87
2024-11-01,28.4,19.8,1.50,23.5,12.9,894.2,93
2024-11-02,28.3,18.2,2.90,22.4,10.3,894.2,96
2024-11-03,30.0,18.7,0.70,23.3,10.5,894.5,96
2024-11-04,30.4,18.6,0.50,23.3,12.6,893.7,91
2024-11-05,27.8,19.4,2.90,22.9,12.2,893.4,95
2024-11-06,29.4,18.6,0.40,23.2,12.0,893.2,99
2024-11-07,30.0,20.1,1.50,23.7,10.5,894.1,91
2024-11-08,29.9,18.9,0.40,23.6,9.4,893.5,98
2024-11-09,30.5,17.9,0.00,23.9,13.2,892.4,96
2024-11-10,30.2,19.2,0.00,24.5,15.6,893.2,81
2024-11-11,29.6,20.3,1.70,23.6,18.4,894.3,90
2024-11-12,30.7,19.0,0.90,23.2,16.7,894.2,96
2024-11-13,31.2,18.9,0.00,24.9,12.4,893.3,97
2024-11-14,33.3,20.4,0.40,25.6,15.3,892.5,86
2024-11-15,29.5,19.9,21.20,22.6,10.9,891.7,96
2024-11-16,28.1,19.7,0.80,22.2,13.7,893.2,96
2024-11-17,28.5,18.8,5.90,22.9,12.3,893.4,98
2024-11-18,29.2,17.5,0.20,23.1,13.0,893.2,98
2024-11-19,30.4,17.9,5.40,23.3,11.9,893.7,98
2024-11-20,28.4,18.8,8.70,22.8,13.6,894.0,98
2024-11-21,26.4,18.8,8.90,22.0,9.9,894.2,98
2024-11-22,26.3,18.7,17.30,21.4,9.5,894.2,100
2024-11-23,27.0,18.5,7.40,22.1,8.7,894.8,98
2024-11-24,27.4,18.3,11.30,21.3,12.2,894.8,99
2024-11-25,24.6,18.8,26.50,20.7,6.1,894.6,100
2024-11-26,27.2,18.2,6.20,22.1,10.3,893.9,98
2024-11-27,24.4,18.4,12.20,20.2,13.6,894.7,97
2024-11-28,25.5,18.2,8.20,20.7,10.2,895.7,98
2024-11-29,26.4,17.2,1.70,21.3,9.3,896.0,100
2024-11-30,27.2,17.8,0.80,22.3,12.2,895.6,99
2024-12-01,27.1,17.8,0.20,22.1,10.7,894.2,95
2024-12-02,27.4,18.2,0.10,22.4,10.6,893.1,94
2024-12-03,28.0,18.4,0.30,22.4,11.8,893.0,96
2024-12-04,28.6,17.0,0.00,22.7,14.0,892.9,89
2024-12-05,28.7,18.7,0.10,23.2,9.6,893.6,79
2024-12-06,28.9,16.9,0.10,22.4,12.8,893.5,98
2024-12-07,29.4,15.6,0.00,22.5,15.4,894.2,95
2024-12-08,30.2,14.9,0.00,23.0,16.5,894.3,92
2024-12-09,31.0,16.5,0.30,23.4,17.1,893.7,96
2024-12-10,30.6,17.6,0.00,24.4,18.0,893.0,94
2024-12-11,31.5,17.8,0.00,25.0,16.9,892.7,86
2024-12-12,32.0,18.0,0.00,25.1,15.7,892.9,97
2024-12-13,31.8,18.6,0.90,25.0,13.6,893.5,93
2024-12-14,32.0,18.2,0.00,25.7,15.9,893.4,78
2024-12-15,32.3,20.0,0.90,25.3,17.3,893.9,92
2024-12-16,31.6,20.1,0.90,25.4,14.0,894.3,90
2024-12-17,31.2,18.5,0.00,25.1,16.4,894.0,91
2024-12-18,31.8,17.4,0.00,24.9,15.8,894.0,78
2024-12-19,28.3,19.0,16.90,23.0,14.6,895.2,97
2024-12-20,31.2,19.2,0.60,24.3,12.2,895.2,93
2024-12-21,28.6,19.0,2.50,23.3,12.2,894.7,99
2024-12-22,27.5,18.7,21.40,22.3,11.6,894.4,96
2024-12-23,26.5,18.6,9.80,21.1,11.6,893.7,98
2024-12-24,28.1,18.5,0.40,22.8,8.3,893.8,96
2024-12-25,28.6,17.6,4.50,22.8,12.8,894.0,99
2024-12-26,28.9,17.8,1.00,22.4,12.6,894.3,98
2024-12-27,29.8,17.1,0.00,23.1,14.9,894.2,100
2024-12-28,30.0,17.5,0.00,23.2,12.4,894.2,92
2024-12-29,30.5,17.5,0.00,23.6,12.6,894.3,85
2024-12-30,31.7,17.4,0.00,24.6,18.3,893.7,89
2024-12-31,31.3,18.2,0.00,24.8,17.9,893.8,75
